"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/12897","2013-09-05","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, if she will discuss with the BBC Trust what steps the BBC is taking to ensure that hotel and bed and breakfast owners know the rules regarding the paying of their TV licence.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167956","167956"
"http://data.parliament.uk/resources/12898","2013-09-05","Department of Health","2013-09-03","To ask the Secretary of State for Health, what benefits the NHS offers under disability leave; and which NHS trusts offer disability leave.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167957","167957"
"http://data.parliament.uk/resources/12899","2013-09-06","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, on how many occasions she or Ministers of her Department have corresponded with (a) the Police and Crime Commissioner for Cumbria and (b) the Chair or Chief Executive of Cumbria Police Authority regarding the suspension of Temporary Chief Constable Stuart Hyde.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167962","167962"
"http://data.parliament.uk/resources/12900","2013-09-05","Department of Health","2013-09-03","To ask the Secretary of State for Health, what consideration has been given to the Danish model of regulation of antimicrobial use in food-producing animals in the development of his Department's UK five-year antimicrobial resistance strategy.","Biography information for Zac Goldsmith","Zac Goldsmith","House of Commons Tabled Parliamentary Question 2013/14 167945","167945"
"http://data.parliament.uk/resources/12901","2013-09-05","Department for Education","2013-09-03","To ask the Secretary of State for Education, what timetable he has set for the testing and introduction of revised standards for school food.","Biography information for Zac Goldsmith","Zac Goldsmith","House of Commons Tabled Parliamentary Question 2013/14 167946","167946"
"http://data.parliament.uk/resources/12902","2013-09-06","Department for Environment, Food and Rural Affairs","2013-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, on how many occasions Natural England has issued general licences to kill or take birds for the purposes of preserving public health or public safety in each of the last three years.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167963","167963"
"http://data.parliament.uk/resources/12903","2013-09-06","Scotland Office","2013-09-03","To ask the Secretary of State for Scotland, how many excess winter deaths occurred in Scotland in (a) 2010, (b) 2011 and (c) 2012.","Biography information for Iain McKenzie","Iain McKenzie","House of Commons Tabled Parliamentary Question 2013/14 167968","167968"
"http://data.parliament.uk/resources/12904","2013-09-06","Scotland Office","2013-09-03","To ask the Secretary of State for Scotland, how many jobs created in Scotland since 2010 are in the manufacturing sector.","Biography information for Iain McKenzie","Iain McKenzie","House of Commons Tabled Parliamentary Question 2013/14 167969","167969"
"http://data.parliament.uk/resources/12905","2013-09-06","Cabinet Office","2013-09-03","To ask the Minister for the Cabinet Office, how many deaths occurred in each region in 2012 where novel psychoactive substances were mentioned on the death certificate.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167964","167964"
"http://data.parliament.uk/resources/12906","2013-09-05","Department for Transport","2013-09-03","To ask the Secretary of State for Transport, what assessment he has made of the implications for his policy on airport capacity of the ruling of the Supreme Court of 1 May 2013 on ClientEarth v The Secretary of State for the Environment, Food and Rural Affairs on the UK's breach of its obligations to comply with the Air Quality Directive.","Biography information for Zac Goldsmith","Zac Goldsmith","House of Commons Tabled Parliamentary Question 2013/14 167947","167947"
"http://data.parliament.uk/resources/12907","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, whether HMS Dragon is accompanying the USS Nimitz to the Eastern Mediterranean.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167970","167970"
"http://data.parliament.uk/resources/12908","2013-09-06","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, how often the Creative Industries Council has met in the last 12 months; and how often that body will meet in the next 12 months.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2013/14 167965","167965"
"http://data.parliament.uk/resources/12909","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, which NATO member states have sent (a) maritime patrol aircraft and (b) high altitude surveillance aircraft to RAF Akrotiri since June 2013; which aircraft were sent; and what the purposes were of their visits.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167971","167971"
"http://data.parliament.uk/resources/12910","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what training of Syrian Army personnel has taken place in British Overseas Territories since 2001.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167972","167972"
"http://data.parliament.uk/resources/12911","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much his Department spent on the Houghton Report into the Armed Forces Parliamentary Scheme.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167939","167939"
"http://data.parliament.uk/resources/12912","2013-09-06","Prime Minister","2013-09-03","To ask the Prime Minister, if he will raise the matter of lesbian, gay, bisexual, transgender and intersex rights with President Putin at the forthcoming G20 meeting in Russia.","Biography information for Caroline Lucas","Caroline Lucas","House of Commons Tabled Parliamentary Question 2013/14 167973","167973"
"http://data.parliament.uk/resources/12913","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, whether he plans to make a statement to the Stock Exchange on the sale of Royal Mail; and if he will make a statement.","Biography information for Ian Murray","Ian Murray","House of Commons Tabled Parliamentary Question 2013/14 167967","167967"
"http://data.parliament.uk/resources/12914","2013-09-06","Department for Education","2013-09-03","To ask the Secretary of State for Education, what the date and location was of each visit Ministers of his Department have made to maintained schools that have secured external provision of independent, impartial careers advice since September 2012.","Biography information for Tristram Hunt","Tristram Hunt","House of Commons Tabled Parliamentary Question 2013/14 167984","167984"
"http://data.parliament.uk/resources/12915","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, with reference to her Department's review of all Home Office files received about organised child sex abuse from 1979 to 1999, how many papers or reports could not be located or accounted for by the review team; for what reasons they could not be located; and whether this was within the Government guidance on retention and disposal of files and papers at that time in each such case.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167976","167976"
"http://data.parliament.uk/resources/12916","2013-09-06","Department for Education","2013-09-03","To ask the Secretary of State for Education, what the date and location was of each visit he has made to maintained schools that have secured external provision of independent, impartial careers advice since September 2012.","Biography information for Tristram Hunt","Tristram Hunt","House of Commons Tabled Parliamentary Question 2013/14 167985","167985"
"http://data.parliament.uk/resources/12917","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, if she will place in the Library all internal (a) emails and (b) correspondence sent and received from (i) her, (ii) her private office and (iii) the Permanent Secretary concerning her Department's independent review of all Home Office files received about organised child sex abuse from 1979 to 1999.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167977","167977"
"http://data.parliament.uk/resources/12918","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, with reference to her Department's review of all Home Office files received about organised child sex abuse from 1979 to 1999; what progress her Department has made progress towards meeting the recommendations of that review; and if she will make a statement.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167978","167978"
"http://data.parliament.uk/resources/12919","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, with reference to her Department's review of all Home Office files received about organised child sex abuse from 1979 to 1999, on what dates staff of her Department were dismissed for child abuse between 1996 and 1998.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167979","167979"
"http://data.parliament.uk/resources/12920","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, how many relevant files were found to be missing from her Department's independent review of all Home Office files received about organised child sex abuse from 1979 to 1999; and if she will make a statement.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167980","167980"
"http://data.parliament.uk/resources/12921","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, what progress she has made on locating the dossiers submitted to her Department by the former hon. Member for Huddersfield West (1979 to 1983) and Littleborough and Saddleworth (1983 to 1995) in relation to child abuse in 1983 and 1984; and if she will place copies of those dossiers in the Library.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167981","167981"
"http://data.parliament.uk/resources/12922","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much the Parliamentary Armed Forces Scheme cost to administer in each of the last 10 years.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167982","167982"
"http://data.parliament.uk/resources/12923","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, how many cases of domestic violence have been carried out by people who held or hold a shotgun or firearms certificate from 2010 to 2013.","Biography information for Bill Wiggin","Bill Wiggin","House of Commons Tabled Parliamentary Question 2013/14 167986","167986"
"http://data.parliament.uk/resources/12924","2013-09-06","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, how many people in rural areas of North Yorkshire who have access to superfast broadband have been provided with such access through government programmes since May 2010.","Biography information for Nigel Adams","Nigel Adams","House of Commons Tabled Parliamentary Question 2013/14 167997","167997"
"http://data.parliament.uk/resources/12925","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, how many revoked shotgun and firearms licences have been returned at a later date from 2010 to 2013.","Biography information for Bill Wiggin","Bill Wiggin","House of Commons Tabled Parliamentary Question 2013/14 167987","167987"
"http://data.parliament.uk/resources/12926","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, what his most recent estimate is of the number of people employed on zero hours contracts, by region.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168001","168001"
"http://data.parliament.uk/resources/12927","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, how many firearms and shotgun certificates have been refused in (a) 2013, (b) 2012, (c) 2011 and (d) 2010; and how many have been revoked.","Biography information for Bill Wiggin","Bill Wiggin","House of Commons Tabled Parliamentary Question 2013/14 167988","167988"
"http://data.parliament.uk/resources/12928","2013-09-05","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, how many cases of domestic violence involved a legally-held gun in each year in (a) 2013, (b) 2012, (c) 2011 and (d) 2010.","Biography information for Bill Wiggin","Bill Wiggin","House of Commons Tabled Parliamentary Question 2013/14 167989","167989"
"http://data.parliament.uk/resources/12929","2013-09-05","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, when he plans to respond to the Commission on Devolution in Wales.","Biography information for Jonathan Edwards","Jonathan Edwards","House of Commons Tabled Parliamentary Question 2013/14 167990","167990"
"http://data.parliament.uk/resources/12930","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, whether his Department has given written formal notice to the German government regarding the UK's withdrawal of its armed forces from Germany.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167998","167998"
"http://data.parliament.uk/resources/12931","2013-09-06","Department for Transport","2013-09-03","To ask the Secretary of State for Transport, what comparison his Department has made between investment in High Speed 2 and investing the same amount in upgrading track gauges and associated works across the network in order to increase capacity.","Biography information for Stephen Barclay","Stephen Barclay","House of Commons Tabled Parliamentary Question 2013/14 167999","167999"
"http://data.parliament.uk/resources/12932","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, what meetings took place between Ministers and officials of his Department and external stakeholders and others as part of his Department's investigation into zero hours contracts; and on what dates each such meeting took place.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168003","168003"
"http://data.parliament.uk/resources/12933","2013-09-06","Department of Health","2013-09-03","To ask the Secretary of State for Health, what recent discussions he has had on the introduction of standardised packaging for cigarettes and tobacco products; and if he will make  statement.","Biography information for Baroness Ritchie of Downpatrick","Ms Margaret Ritchie","House of Commons Tabled Parliamentary Question 2013/14 168000","168000"
"http://data.parliament.uk/resources/12934","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, by what date he expects to receive the Insolvency Service report into Comet.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168004","168004"
"http://data.parliament.uk/resources/12935","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, whether the Government has made an application for approval under EU state aid rules in relation to the Exports Refinancing Facility.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168005","168005"
"http://data.parliament.uk/resources/12936","2013-09-05","Department of Health","2013-09-03","To ask the Secretary of State for Health, if he will make it his policy to automatically include a free eye test and ophthalmic equipment for people who already hold a valid prescription exemption certificate.","Biography information for David Morris","David Morris","House of Commons Tabled Parliamentary Question 2013/14 167993","167993"
"http://data.parliament.uk/resources/12937","2013-09-05","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, what discussions has he had with the banking industry about the difficulties faced by some people in opening internet banking accounts in mobile not spot areas; and if he will make a statement.","Biography information for Jonathan Edwards","Jonathan Edwards","House of Commons Tabled Parliamentary Question 2013/14 167995","167995"
"http://data.parliament.uk/resources/12938","2013-09-05","Prime Minister","2013-09-03","To ask the Prime Minister, pursuant to his Answer of 28 January 2013, Official Report, column 547W, and to the letter sent by Sir John Chilcot to him on 15 July 2013, whether the Chilcot Inquiry still intends to send out letters providing details of criticisms made as part of the Maxwellisation process by the end of October; how long the individuals receiving such letters will be given to respond to criticisms made against them; at what point detail of those criticisms will be made public; what further steps the Inquiry will then need to go through before publishing its report; and when he expects the Chilcot Inquiry to publish its report on the Iraq war.","Biography information for Mr Roger Godsiff","Mr Roger Godsiff","House of Commons Tabled Parliamentary Question 2013/14 167996","167996"
"http://data.parliament.uk/resources/12942","2013-09-09","Cabinet Office","2013-09-03","To ask the Minister for the Cabinet Office, What plans his Department has for youth services.","Biography information for Julie Hilling","Julie Hilling","House of Commons Tabled Parliamentary Question 2013/14 900165","900165"
"http://data.parliament.uk/resources/12946","2013-09-06","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, with reference to the Spending Review 2013, what the change in the budget for West Midlands Police Authority has been in 2013-14; and what assessment she has made of the effect of that change on the effectiveness of policing in the West Midlands.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2013/14 167844","167844"
"http://data.parliament.uk/resources/12947","2013-09-06","Department for International Development","2013-09-03","To ask the Secretary of State for International Development, what conditions relating to the Organisation for Economic Co-operation and Development, the International Monetary Fund or World Bank tax-related rules and guidance his Department places on developing nations in receipt of UK official development assistance.","Biography information for Mrs Pauline Latham","Pauline Latham","House of Commons Tabled Parliamentary Question 2013/14 167851","167851"
"http://data.parliament.uk/resources/12948","2013-09-05","Department for Work and Pensions","2013-09-03","To ask the Secretary of State for Work and Pensions, when he intends to reply to the letter from the right hon. Member for Hitchen and Harpenden of 5 August 2013 on Mrs Pauline Egerton.","Biography information for Lord Lilley","Mr Peter Lilley","House of Commons Tabled Parliamentary Question 2013/14 167842","167842"
"http://data.parliament.uk/resources/12949","2013-09-06","Department for Education","2013-09-03","To ask the Secretary of State for Education, if he will list the non-executive board members of his Department, the dates on which they were appointed and the dates on which their terms of office will expire.","Biography information for Tom Watson","Mr Tom Watson","House of Commons Tabled Parliamentary Question 2013/14 167878","167878"
"http://data.parliament.uk/resources/12950","2013-09-06","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, what the purposes were of the contracts relating to HM Prison The Verne which were awarded by her Department on 7 August 2013 to (a) Aedas, (b) Faithful and Gould and (c) Sweett; and if he will place in the Library a copy of those contracts.","Biography information for Sarah Teather","Sarah Teather","House of Commons Tabled Parliamentary Question 2013/14 167883","167883"
"http://data.parliament.uk/resources/12951","2013-09-06","Department of Health","2013-09-03","To ask the Secretary of State for Health, what estimate he has made of how many 11 to 15 year olds started smoking in each year since 1983.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2013/14 167885","167885"
"http://data.parliament.uk/resources/12952","2013-09-06","Department of Health","2013-09-03","To ask the Secretary of State for Health, what estimate he has made of the proportion of pregnant teenagers who smoked in each year since 1983.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2013/14 167887","167887"
"http://data.parliament.uk/resources/12953","2013-09-05","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, what estimate he has made of the total amount of income tax paid in (a) 2009-10, (b) 2010-11, (c) 2011-12 and (d) 2012-13 by people with an income of more than £1,000,000; how many people had a taxable income of more than £1,000,000 in each of those years; and what proportion this represented of total UK income tax paid in those years.","Biography information for Harriett Baldwin","Harriett Baldwin","House of Commons Tabled Parliamentary Question 2013/14 167874","167874"
"http://data.parliament.uk/resources/12954","2013-09-06","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, what progress her Department has made on introducing a national library card.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2013/14 167903","167903"
"http://data.parliament.uk/resources/12955","2013-09-05","Foreign and Commonwealth Office","2013-09-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent reports he has received on the wellbeing of hostages Vajiheh Karbalaie, Mahboobeth Lashkari, Fatemeh Sakhaie, Fatemeh Tahouri, Leila Nabahat, Sedigheh Ebrahim-pour and Mohsen Niknami who were taken prisoner on 1 September 2013 by Iraqi special forces from Camp Ashraf.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167912","167912"
"http://data.parliament.uk/resources/12956","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how many armed forces personnel will be stationed in British Army bases in Germany in each year until 2019.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167920","167920"
"http://data.parliament.uk/resources/12957","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much his Department has spent on improving armed forces accommodation in RAF Akrotiri, Cyprus, in each year since 2010.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167921","167921"
"http://data.parliament.uk/resources/12958","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, which military units have been deployed at RAF Akrotiri, Cyprus, in the last 12 months.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167922","167922"
"http://data.parliament.uk/resources/12959","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much his Department has spent on the education of the children of armed forces personnel based at RAF Akrotiri, Cyprus, in each year since 2010.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167923","167923"
"http://data.parliament.uk/resources/12960","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what recent discussions he has had with the hon. Member for East Renfrewshire about the future of the Armed Forces Parliamentary Scheme; and what the outcomes of those discussions were.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167932","167932"
"http://data.parliament.uk/resources/12961","2013-09-06","Home Office","2013-09-03","To ask the Secretary of State for the Home Department, what additional resources are being made available to the British Embassy in Lebanon to ensure the swift processing of visas for Syrian nationals wishing to come to the UK on spouse visas.","Biography information for Ian Murray","Ian Murray","House of Commons Tabled Parliamentary Question 2013/14 167966","167966"
"http://data.parliament.uk/resources/12962","2013-09-06","Cabinet Office","2013-09-03","To ask the Minister for the Cabinet Office, what the total cost was of delivery per participant of the National Citizenship Service in (a) 2012 and (b) 2013 to date.","Biography information for Tristram Hunt","Tristram Hunt","House of Commons Tabled Parliamentary Question 2013/14 167983","167983"
"http://data.parliament.uk/resources/12963","2013-09-06","Department for Business, Innovation and Skills","2013-09-03","To ask the Secretary of State for Business, Innovation and Skills, by what date he expects to receive the findings of his Department's review of zero hours contracts; and if he will place in the Library a copy of that review.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 168002","168002"
"http://data.parliament.uk/resources/12964","2013-09-05","Department for Work and Pensions","2013-09-03","To ask the Secretary of State for Work and Pensions, what assessment he has made of the effect on (a) sick leave and (b) health of staff who have returned to work as a consequence of changes to disability benefit.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167992","167992"
"http://data.parliament.uk/resources/12965","2013-09-05","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, what small and micro businesses in the North East have received loans through the Funding for Lending Scheme; and which banks and building societies are providing such loans.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167994","167994"
"http://data.parliament.uk/resources/13126","2013-09-06","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, if he will consider making provision for tax relief for dental nurses on the cost of compulsory continuing professional development; and if he will make a statement.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167961","167961"
"http://data.parliament.uk/resources/13264","2013-09-09","Department for Education","2013-09-03","To ask the Secretary of State for Education, What steps he plans to take to achieve fairer funding of schools.","Biography information for Jeremy Lefroy","Jeremy Lefroy","House of Commons Tabled Parliamentary Question 2013/14 900176","900176"
"http://data.parliament.uk/resources/13367","2013-09-09","Department for Work and Pensions","2013-09-03","To ask the Secretary of State for Work and Pensions, which French tropical overseas territories were included in his Department's average temperature calculations in respect of winter fuel payments to expatriate UK citizens living in the EU member states.","Biography information for Sir Roger Gale","Sir Roger Gale","House of Commons Tabled Parliamentary Question 2013/14 167864","167864"
"http://data.parliament.uk/resources/14428","2013-09-06","Leader of the House","2013-09-03","To ask the Leader of the House, what discussions he has held with Ministers of the Northern Ireland Executive on the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Bill.","Biography information for Dr Alasdair McDonnell","Dr Alasdair McDonnell","House of Commons Tabled Parliamentary Question 2013/14 167974","167974"
"http://data.parliament.uk/resources/14429","2013-09-06","Leader of the House","2013-09-03","To ask the Leader of the House, how many meetings he has held with representatives of (a) FTSE 100 companies, (b) charities, (c) non-governmental organisations and (d) trades unions on the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Bill.","Biography information for Dr Alasdair McDonnell","Dr Alasdair McDonnell","House of Commons Tabled Parliamentary Question 2013/14 167975","167975"
"http://data.parliament.uk/resources/14430","2013-09-05","Leader of the House","2013-09-03","To ask the Leader of the House, pursuant to the contribution of the hon. Member for Southend West of 18 July 2013, Official Report, columns 1381-3, when the hon. Member will receive replies from the Government relating to the issues which he raised.","Biography information for Sir David Amess","Mr David Amess","House of Commons Tabled Parliamentary Question 2013/14 167991","167991"
"http://data.parliament.uk/resources/12676","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, how many export licences were issued for the period 1 January 2011 to 30 June 2012 to companies seeking to export materials to Syria listed by company and description of material.","Biography information for Thomas Docherty","Thomas Docherty","House of Commons Tabled Parliamentary Question 2013/14 167717","167717"
"http://data.parliament.uk/resources/12677","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, whether consultation took place with the Foreign and Commonwealth Office and the Ministry of Defence before export licences to Syria were granted for the period January 2011 to June 2012.","Biography information for Thomas Docherty","Thomas Docherty","House of Commons Tabled Parliamentary Question 2013/14 167718","167718"
"http://data.parliament.uk/resources/12678","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what assessment the Government made of the risk of exporting potassium fluoride and sodium fluoride to Syria in the granting of export licences in 2011-12.","Biography information for Thomas Docherty","Thomas Docherty","House of Commons Tabled Parliamentary Question 2013/14 167719","167719"
"http://data.parliament.uk/resources/12679","2013-09-05","Department for Culture Media and Sport","2013-09-02","To ask the Secretary of State for Culture, Media and Sport, if she will bring forward legislative proposals for the election of BBC trustees and the decriminalisation of television licence fee non-payment.","Biography information for Mr Philip Hollobone","Mr Philip Hollobone","House of Commons Tabled Parliamentary Question 2013/14 167720","167720"
"http://data.parliament.uk/resources/12680","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, what assessment he has made of the defence implications and the impact on regional stability of the growing insurgency in the Sinai peninsula and the conflict on the Egyptian border with the Gaza Strip.","Biography information for Mr Philip Hollobone","Mr Philip Hollobone","House of Commons Tabled Parliamentary Question 2013/14 167721","167721"
"http://data.parliament.uk/resources/12681","2013-09-05","Cabinet Office","2013-09-02","To ask the Minister for the Cabinet Office, what progress he has made in cutting the size of severence packages for senior civil servants.","Biography information for Mr Philip Hollobone","Mr Philip Hollobone","House of Commons Tabled Parliamentary Question 2013/14 167723","167723"
"http://data.parliament.uk/resources/12682","2013-09-04","Department for Education","2013-09-02","To ask the Secretary of State for Education, what proportion of children of a white ethnic background eligible for free school meals achieved 5 A*-C GCSE grades (a) nationally and (b) in Birmingham in 2013.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2013/14 167724","167724"
"http://data.parliament.uk/resources/12683","2013-09-04","Northern Ireland Office","2013-09-02","To ask the Secretary of State for Northern Ireland, what plans the Government has to extend badger cull trials to Northern Ireland.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167725","167725"
"http://data.parliament.uk/resources/12684","2013-09-04","Department for Environment, Food and Rural Affairs","2013-09-02","To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment he has made of recent research funded by his Department into behavioural and physiological changes to dogs arising from the use of electric shock collars; and if he will make it his policy to ban such collars.","Biography information for Sir Tony Baldry","Sir Tony Baldry","House of Commons Tabled Parliamentary Question 2013/14 167734","167734"
"http://data.parliament.uk/resources/12685","2013-09-04","Home Office","2013-09-02","To ask the Secretary of State for the Home Department, what recent progress has been made on bringing to justice the perpetrators of the Birmingham pub bombing in 1974.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167728","167728"
"http://data.parliament.uk/resources/12686","2013-09-04","Department of Health","2013-09-02","To ask the Secretary of State for Health, what discussions his Department has had with NHS England on the inclusion of new outcomes indicators for atrial fibrillation in the NHS Outcomes Framework since the publication of the Cardiovascular Disease Outcome Strategy.","Biography information for Crispin Blunt","Mr Crispin Blunt","House of Commons Tabled Parliamentary Question 2013/14 167735","167735"
"http://data.parliament.uk/resources/12687","2013-09-04","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, how many businesses in (a) London, (b) Hounslow borough and (c) Brentford and Isleworth constituency have used the small business rate relief scheme to date.","Biography information for Mary Macleod","Mary Macleod","House of Commons Tabled Parliamentary Question 2013/14 167729","167729"
"http://data.parliament.uk/resources/12688","2013-09-04","HM Treasury","2013-09-02","To ask Mr Chancellor of the Exchequer, how much revenue the Exchequer has raised through income tax from pensioners in each of the last five years.","Biography information for Jonathan Edwards","Jonathan Edwards","House of Commons Tabled Parliamentary Question 2013/14 167730","167730"
"http://data.parliament.uk/resources/12689","2013-09-10","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, how many disqualification decisions taken in another EU member state have been given effect in the UK under the terms of the 1998 EU Convention on Driving Disqualifications in each of the last four years.","Biography information for Mr Jacob Rees-Mogg","Jacob Rees-Mogg","House of Commons Tabled Parliamentary Question 2013/14 167747","167747"
"http://data.parliament.uk/resources/12690","2013-09-04","Home Office","2013-09-02","To ask the Secretary of State for the Home Department, how many Tier 1 Entrepreneur visas have been granted since 31 January 2013; and how many decisions on such visas are awaiting determination.","Biography information for Barry Gardiner","Barry Gardiner","House of Commons Tabled Parliamentary Question 2013/14 167731","167731"
